model,num_seeds,mean_best_acc,std_best_acc,mean_macro_f1,std_macro_f1,mean_best_epoch,win_count_vs_baseline,mean_delta_vs_baseline
baseline_lr5e4,3,0.6980919999999999,0.0009716805030461344,0.7001109999999999,0.0010992524732744604,20.0,0,0.0
clip_fft_concat,3,0.705387,0.003367000000000009,0.7066626666666667,0.0035577432922195666,28.666666666666668,3,0.007295000000000014
affectspectrum_film,3,0.7003366666666666,0.004454311319759036,0.7025186666666666,0.004805534448251617,22.666666666666668,2,0.0022446666666666726
