probe_name,run_name,model,seed,perturbation,loss,acc,macro_f1,num_samples
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,full,0.8181575364135332,0.7037037037037037,0.7064177164177164,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,low_0.15,1.6652176592887853,0.3653198653198653,0.28798572809356937,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,low_0.30,1.406665988241382,0.4713804713804714,0.42950473837736597,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,low_0.50,1.0274147858924738,0.6161616161616161,0.6081867123420075,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,high_0.30,2.32362622604627,0.1734006734006734,0.061242211170182366,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,high_0.50,2.260808846765897,0.16666666666666666,0.04775687409551375,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,band_0.15_0.30,2.671304397711449,0.16666666666666666,0.047619047619047616,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,band_0.30_0.50,2.5283187728136878,0.16666666666666666,0.047619047619047616,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,band_0.50_0.75,2.3053395065795694,0.16666666666666666,0.0476878612716763,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,blur_light,1.5828561289141876,0.3552188552188552,0.3323294334321312,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,blur_heavy,2.074949457187845,0.22053872053872053,0.1367224854783423,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,downsample_x2,0.9965008236342408,0.622895622895623,0.6297924213141192,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,downsample_x4,1.4369426114791972,0.4393939393939394,0.39986626614520215,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,amplitude_noise_0.05,0.8523713374378705,0.6835016835016835,0.6869839661298215,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,amplitude_noise_0.10,0.8657419785907373,0.6835016835016835,0.6876028589087319,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,phase_noise_0.05,0.8457661718631835,0.6784511784511784,0.6819544731595886,594
roi_affectspectrum_film_seed43,roi_affectspectrum_film_seed43,film,43,phase_noise_0.10,0.8569890830653284,0.6835016835016835,0.6853720404682556,594
