class_idx,class_name,stage,mean_gt_prob,mean_entropy,acc
0,anger,low_0.15,0.2864786363912351,1.4441429545180966,0.32323232323232326
0,anger,low_0.30,0.3225730155039616,1.2835131185223358,0.40404040404040403
0,anger,low_0.50,0.37963924284158934,1.230906686397514,0.5050505050505051
0,anger,full,0.4485731569278722,1.1204297867688267,0.6060606060606061
1,disgust,low_0.15,0.3252419340565349,1.448665496074792,0.494949494949495
1,disgust,low_0.30,0.5122448756462998,1.1263385186291703,0.6868686868686869
1,disgust,low_0.50,0.6163841149760316,0.9669266405204932,0.8080808080808081
1,disgust,full,0.6649104099946491,0.8557147956029936,0.8383838383838383
2,fear,low_0.15,0.5152624396964757,1.2714625494648713,0.8888888888888888
2,fear,low_0.30,0.5807589628554956,1.0521303207585306,0.8080808080808081
2,fear,low_0.50,0.523826595696837,1.0622970771909965,0.7171717171717171
2,fear,full,0.4991954400608636,1.0464804317011978,0.6868686868686869
3,joy,low_0.15,0.34275471087959075,1.4701217701940825,0.5454545454545454
3,joy,low_0.30,0.5387885003830447,1.1726093701641969,0.797979797979798
3,joy,low_0.50,0.6086853711367256,1.0174230912117044,0.8080808080808081
3,joy,full,0.5224350883503153,1.0848888113643185,0.7272727272727273
4,sadness,low_0.15,0.23070452817612225,1.443324786846084,0.2222222222222222
4,sadness,low_0.30,0.38325409376711556,1.1848275408600315,0.45454545454545453
4,sadness,low_0.50,0.5136133705952552,1.0415463799780065,0.6262626262626263
4,sadness,full,0.5686172809113156,0.9617878170778053,0.6868686868686869
5,surprise,low_0.15,0.3036444889701376,1.4653457270728216,0.5050505050505051
5,surprise,low_0.30,0.3471869086150569,1.2714165533431854,0.47474747474747475
5,surprise,low_0.50,0.3775359328384652,1.1858839904419098,0.47474747474747475
5,surprise,full,0.49427281971080134,1.0896406101458,0.6464646464646465
