class_idx,class_name,stage,mean_gt_prob,mean_entropy,acc
0,anger,low_0.15,0.2970580781499545,1.4831593277478459,0.40404040404040403
0,anger,low_0.30,0.34457152103534855,1.3670470338277143,0.5050505050505051
0,anger,low_0.50,0.37950398054237316,1.3504999641216162,0.5353535353535354
0,anger,full,0.4253256200916237,1.282387912273407,0.6161616161616161
1,disgust,low_0.15,0.19716907518379617,1.5745281534965592,0.21212121212121213
1,disgust,low_0.30,0.2908351481186621,1.4729531124384716,0.41414141414141414
1,disgust,low_0.50,0.42406660971241167,1.3686705270800927,0.6464646464646465
1,disgust,full,0.5504791519482328,1.1850352824637385,0.8181818181818182
2,fear,low_0.15,0.5060594711038802,1.3490450665204212,0.9595959595959596
2,fear,low_0.30,0.5456671727576641,1.2022951781147657,0.8888888888888888
2,fear,low_0.50,0.48022743224194553,1.24506504005856,0.7575757575757576
2,fear,full,0.43479040016730625,1.2749598291185167,0.6767676767676768
3,joy,low_0.15,0.2538169040673911,1.5782603892413052,0.35353535353535354
3,joy,low_0.30,0.38307907266749275,1.4512495061363837,0.7171717171717171
3,joy,low_0.50,0.475811560798173,1.3339402844207455,0.8080808080808081
3,joy,full,0.4723555955170381,1.2922048255650684,0.7676767676767676
4,sadness,low_0.15,0.240239712626043,1.4633416677966262,0.1919191919191919
4,sadness,low_0.30,0.3639273483193282,1.2906547185748514,0.42424242424242425
4,sadness,low_0.50,0.4630983230290991,1.2240549825658702,0.6060606060606061
4,sadness,full,0.49117653429357694,1.1989707561454388,0.6767676767676768
5,surprise,low_0.15,0.17103187348505464,1.5992949598967428,0.12121212121212122
5,surprise,low_0.30,0.23485765094407882,1.501473990353671,0.37373737373737376
5,surprise,low_0.50,0.3016299196340219,1.4432022559522377,0.45454545454545453
5,surprise,full,0.3972216328286161,1.3491970728142093,0.6161616161616161
