probe_name,run_name,model,seed,perturbation,loss,acc,macro_f1,num_samples
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,full,0.9489051380542793,0.696969696969697,0.6988608462017658,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,low_0.15,1.3414303999557238,0.5084175084175084,0.505449888005061,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,low_0.30,1.122457631107934,0.6195286195286195,0.620440263918615,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,low_0.50,1.0125253489523223,0.6784511784511784,0.6780444026731428,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,high_0.30,2.0544682664903324,0.1717171717171717,0.057829494125029336,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,high_0.50,2.013544262458981,0.16666666666666666,0.047619047619047616,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,band_0.15_0.30,2.061331617310392,0.16666666666666666,0.047619047619047616,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,band_0.30_0.50,2.1043005463250157,0.16666666666666666,0.047619047619047616,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,band_0.50_0.75,2.020448508086028,0.16666666666666666,0.047619047619047616,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,blur_light,1.2167685971115574,0.5757575757575758,0.583415465641081,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,blur_heavy,1.5167012335074068,0.37542087542087543,0.3703848764905284,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,downsample_x2,1.0354210310913496,0.6565656565656566,0.6573649697951045,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,downsample_x4,1.1985905896934996,0.6144781144781145,0.6133852122119757,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,amplitude_noise_0.05,0.983718044428713,0.6616161616161617,0.6641095774665448,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,amplitude_noise_0.10,1.0053086035982126,0.6683501683501684,0.669695235756348,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,phase_noise_0.05,0.9813012807858913,0.664983164983165,0.6672452019386781,594
roi_clip_baseline_lr5e4_seed42,roi_clip_baseline_lr5e4_seed42,baseline,42,phase_noise_0.10,1.00155965125922,0.6717171717171717,0.6752490835789781,594
