epoch,train_loss,train_acc,test_loss,test_acc,lr,elapsed_sec,compute_elapsed_sec,checkpoint_elapsed_sec,epoch_elapsed_sec,patience_counter
24,0.647080,0.780664,0.833597,0.688552,4.37652712e-04,6.064,6.059,0.005,6.064,14
25,0.639803,0.781385,0.831593,0.696970,4.32377673e-04,6.127,6.123,0.004,6.127,15
26,0.629216,0.791486,0.828443,0.693603,4.26923142e-04,6.133,6.129,0.004,6.133,16
27,0.626028,0.776335,0.827274,0.698653,4.21294503e-04,6.171,6.167,0.004,6.171,17
28,0.628087,0.795815,0.829847,0.681818,4.15497310e-04,6.201,6.197,0.005,6.201,18
29,0.617776,0.785714,0.824081,0.691919,4.09537285e-04,6.278,6.274,0.004,6.278,19
30,0.619772,0.785714,0.817827,0.703704,4.03420310e-04,6.075,6.068,0.007,6.075,0
31,0.616824,0.796537,0.818910,0.705387,3.97152420e-04,6.061,6.053,0.008,6.061,0
32,0.601695,0.796537,0.823055,0.691919,3.90739803e-04,6.134,6.129,0.005,6.134,1
33,0.594459,0.802309,0.822248,0.696970,3.84188785e-04,6.148,6.144,0.004,6.148,2
34,0.600266,0.800144,0.817946,0.702020,3.77505833e-04,6.131,6.126,0.005,6.131,3
35,0.590530,0.792929,0.819582,0.693603,3.70697542e-04,6.075,6.071,0.004,6.075,4
36,0.591717,0.793651,0.817164,0.698653,3.63770630e-04,6.079,6.075,0.004,6.079,5
37,0.575202,0.803030,0.818638,0.693603,3.56731933e-04,6.084,6.079,0.005,6.084,6
38,0.585120,0.796537,0.819820,0.691919,3.49588399e-04,6.137,6.132,0.005,6.137,7
39,0.578147,0.803752,0.820987,0.688552,3.42347076e-04,6.122,6.118,0.005,6.122,8
40,0.564463,0.816739,0.815941,0.695286,3.35015111e-04,6.104,6.100,0.004,6.104,9
41,0.572238,0.800144,0.818911,0.691919,3.27599740e-04,6.084,6.079,0.004,6.084,10
42,0.566294,0.809524,0.811950,0.698653,3.20108281e-04,6.198,6.194,0.004,6.198,11
43,0.570390,0.800144,0.816476,0.691919,3.12548127e-04,6.239,6.235,0.005,6.239,12
44,0.564669,0.807359,0.811775,0.702020,3.04926739e-04,6.249,6.242,0.007,6.249,13
45,0.554727,0.808802,0.815711,0.688552,2.97251638e-04,6.521,6.512,0.008,6.521,14
46,0.558434,0.813131,0.812329,0.695286,2.89530399e-04,6.747,6.742,0.006,6.747,15
47,0.555547,0.809524,0.815252,0.691919,2.81770642e-04,6.586,6.582,0.004,6.586,16
48,0.555277,0.810245,0.815018,0.688552,2.73980024e-04,6.637,6.632,0.004,6.637,17
49,0.548858,0.813131,0.812178,0.691919,2.66166235e-04,6.632,6.627,0.005,6.632,18
50,0.557419,0.808081,0.816609,0.695286,2.58336984e-04,6.652,6.647,0.005,6.652,19
51,0.542467,0.810967,0.813349,0.690236,2.50500000e-04,6.585,6.578,0.006,6.585,20
52,0.529079,0.819625,0.815406,0.695286,2.42663016e-04,6.689,6.684,0.005,6.689,21
53,0.539225,0.803752,0.818891,0.688552,2.34833765e-04,6.525,6.521,0.005,6.525,22
54,0.530668,0.816739,0.812875,0.690236,2.27019976e-04,6.543,6.538,0.004,6.543,23
55,0.545003,0.800866,0.813202,0.688552,2.19229358e-04,6.521,6.515,0.005,6.521,24
56,0.548209,0.802309,0.816713,0.688552,2.11469601e-04,6.193,6.188,0.005,6.193,25
