probe_name,run_name,model,seed,perturbation,loss,acc,macro_f1,num_samples
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,full,0.8251772669429329,0.6986531986531986,0.7005446131220489,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,low_0.15,1.30622806773844,0.46464646464646464,0.4503987424982003,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,low_0.30,1.037360302928321,0.5993265993265994,0.5969449508487027,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,low_0.50,0.9052231307784315,0.6632996632996633,0.6612288100152844,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,high_0.30,2.356287951421256,0.1717171717171717,0.05790421554356823,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,high_0.50,2.1751302805813877,0.16666666666666666,0.04775687409551375,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,band_0.15_0.30,2.387327188594574,0.16666666666666666,0.047619047619047616,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,band_0.30_0.50,2.4370266443952566,0.16666666666666666,0.047619047619047616,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,band_0.50_0.75,2.1905407913606174,0.16666666666666666,0.04775687409551375,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,blur_light,1.1681801494123156,0.5336700336700336,0.5456750382807225,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,blur_heavy,1.5392844464241053,0.3114478114478115,0.29325831605578595,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,downsample_x2,0.9448916181570753,0.6346801346801347,0.6381648802930513,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,downsample_x4,1.124024516002899,0.5808080808080808,0.5797091818354358,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,amplitude_noise_0.05,0.8593411662361838,0.6717171717171717,0.6735671312360106,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,amplitude_noise_0.10,0.8749715310555918,0.6683501683501684,0.6702969826995594,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,phase_noise_0.05,0.8548080864980164,0.6666666666666666,0.6695332265763508,594
roi_clip_baseline_lr5e4_seed43,roi_clip_baseline_lr5e4_seed43,baseline,43,phase_noise_0.10,0.8670497699217363,0.6801346801346801,0.6813845885436828,594
