probe_name,run_name,model,seed,perturbation,class_idx,class_name,num_samples,acc
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,full,0,anger,99,0.6060606060606061
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,full,1,disgust,99,0.7878787878787878
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,full,2,fear,99,0.696969696969697
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,full,3,joy,99,0.7676767676767676
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,full,4,sadness,99,0.7272727272727273
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,full,5,surprise,99,0.5959595959595959
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.15,0,anger,99,0.3939393939393939
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.15,1,disgust,99,0.36363636363636365
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.15,2,fear,99,0.9292929292929293
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.15,3,joy,99,0.3939393939393939
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.15,4,sadness,99,0.16161616161616163
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.15,5,surprise,99,0.050505050505050504
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.30,0,anger,99,0.5555555555555556
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.30,1,disgust,99,0.5757575757575758
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.30,2,fear,99,0.8383838383838383
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.30,3,joy,99,0.8686868686868687
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.30,4,sadness,99,0.45454545454545453
roi_affectspectrum_gated_seed43,roi_affectspectrum_gated_seed43,affectspectrum_gated,43,low_0.30,5,surprise,99,0.20202020202020202
