probe_name,run_name,model,seed,perturbation,loss,acc,macro_f1,num_samples
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,full,0.9166216304406574,0.702020202020202,0.7029942515171171,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,low_0.15,533.3257685125075,0.3164983164983165,0.2830688549057459,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,low_0.30,537.9885188104328,0.44612794612794615,0.438711702842933,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,low_0.50,0.9992113009045019,0.6632996632996633,0.6662848344056868,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,high_0.30,2.0087900884223706,0.1717171717171717,0.05783439732482141,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,high_0.50,2.008009803816927,0.16666666666666666,0.047619047619047616,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,band_0.15_0.30,2.0839808749831485,0.16666666666666666,0.047619047619047616,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,band_0.30_0.50,2.0984997709190805,0.16666666666666666,0.047619047619047616,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,band_0.50_0.75,2.0200650948868053,0.16666666666666666,0.047619047619047616,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,blur_light,1.3894024525427255,0.4612794612794613,0.4544141201440779,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,blur_heavy,1.6643606998302318,0.2558922558922559,0.2076554293010182,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,downsample_x2,1.0192309959167583,0.6717171717171717,0.6750236281357059,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,downsample_x4,1.2772645259947086,0.5286195286195287,0.5291862839410959,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,amplitude_noise_0.05,0.9482726372452296,0.6767676767676768,0.6788065663124717,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,amplitude_noise_0.10,0.9692252737905843,0.6851851851851852,0.6881604753751641,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,phase_noise_0.05,0.9453597297572126,0.6818181818181818,0.6842312126898819,594
roi_clip_fft_concat_seed43,roi_clip_fft_concat_seed43,concat,43,phase_noise_0.10,0.9622087462582573,0.6801346801346801,0.6823094015132818,594
